name,Michelin stars,year,latitude,longitude,city,region,zipCode,cuisine,price,url
108,1,2019,55.67785,12.5980835,København,Denmark,1401 K,Modern cuisine,$$$,https://guide.michelin.com/dk/en/capital-region/kobenhavn/restaurant/108
21212,1,2019,55.95674,-3.18018,Edinburgh,United Kingdom,EH7 5AB,Creative,N/A,https://guide.michelin.com/gb/en/city-of-edinburgh/edinburgh/restaurant/21212
28+,1,2019,57.69809,11.97377,Göteborg,Sweden,411 34,Modern cuisine,$$$,https://guide.michelin.com/se/en/vastra-gotaland/goteborg/restaurant/28
360º,1,2019,42.641563,18.111523,Dubrovnik,Croatia,20000,Modern cuisine,$$$$$,https://guide.michelin.com/hr/en/dubrovnik-neretva/dubrovnik/restaurant/360%C2%BA
8 1/2 Otto e Mezzo - Bombana,1,2019,22.14918,113.55393,Macau,Macau,N/A,Italian,$$$,https://guide.michelin.com/mo/en/macau-region/macau/restaurant/8-1-2-otto-e-mezzo-bombana
8½ Otto e Mezzo - Bombana,3,2019,22.28189,114.15839,Hong Kong,Hong Kong,N/A,Italian,$$$$,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/8%C2%BD-otto-e-mezzo-bombana
A. Wong,1,2019,51.49318,-0.14128,Victoria,United Kingdom,SW1V 1DE,Chinese,N/A,https://guide.michelin.com/gb/en/greater-london/victoria/restaurant/a-wong
a‚o‚c,2,2019,55.68305,12.58921,København,Denmark,1302 K,Modern cuisine,$$$$,https://guide.michelin.com/dk/en/capital-region/kobenhavn/restaurant/a%E2%80%9Ao%E2%80%9Ac
Acadia,2,2019,41.85904,-87.62562,Chicago,Chicago,60616,Contemporary,$$$$,https://guide.michelin.com/us/en/illinois/chicago/restaurant/acadia
Acquerello,2,2019,37.79167,-122.42131,San Francisco,California,94109,Italian,$$$$,https://guide.michelin.com/us/en/california/san-francisco/restaurant/acquerello
Adam's,1,2019,52.47964,-1.900286,Birmingham,United Kingdom,B2 5UG,Modern cuisine,N/A,https://guide.michelin.com/gb/en/west-midlands/birmingham/restaurant/adam-s
Addison,1,2019,32.939903,-117.20013,San Diego,California,92130,Contemporary,$$$$,https://guide.michelin.com/us/en/california/us-san-diego/restaurant/addison
aend,1,2019,48.18957,16.34115,Wien,Austria,1010,Modern cuisine,$$$$$,https://guide.michelin.com/at/en/vienna/wien/restaurant/aend
Agern,1,2019,40.75234,-73.9775,New York,New York City,10017,Scandinavian,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/agern
Agrikultur,1,2019,59.34777,18.05863,Stockholm,Sweden,113 54,Modern cuisine,$$$$,https://guide.michelin.com/se/en/stockholm-region/stockholm/restaurant/agrikultur
Ah Yat Harbour View (Tsim Sha Tsui),1,2019,22.296984,114.17197,Hong Kong,Hong Kong,N/A,Cantonese,$$,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/ah-yat-harbour-view-tsim-sha-tsui
Ai Fiori,1,2019,40.75013,-73.98357,New York,New York City,10018,Italian,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/ai-fiori
Al's Place,1,2019,37.748924,-122.42013,San Francisco,California,94110,Californian,$$,https://guide.michelin.com/us/en/california/san-francisco/restaurant/al-s-place
Alain Ducasse at Morpheus,2,2019,22.14293,113.563774,Macau,Macau,N/A,French contemporary,$$$$$,https://guide.michelin.com/mo/en/macau-region/macau/restaurant/alain-ducasse-at-morpheus
Alain Ducasse at The Dorchester,3,2019,51.50712,-0.1525201,Mayfair,United Kingdom,W1K 1QA,French,N/A,https://guide.michelin.com/gb/en/greater-london/mayfair/restaurant/alain-ducasse-at-the-dorchester
Aldea,1,2019,40.73885,-73.99366,New York,New York City,10011,Mediterranean,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/aldea
Alinea,3,2019,41.91328,-87.64798,Chicago,Chicago,60614,Contemporary,$$$$,https://guide.michelin.com/us/en/illinois/chicago/restaurant/alinea
Alla Prima,2,2019,37.51844,127.03008,Seoul,South Korea,N/A,Innovative,$$$,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/alla-prima
Alma,1,2018,1.309123,103.834,Singapore,Singapore,N/A,European contemporary,$,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/alma
Aloë,1,2019,59.2842,17.985748,Stockholm,Sweden,125 33,Creative,$$$$,https://guide.michelin.com/se/en/stockholm-region/stockholm/restaurant/aloe
Alouette,1,2019,55.66265,12.57634,København,Denmark,2300 S,Modern cuisine,$$$,https://guide.michelin.com/dk/en/capital-region/kobenhavn/restaurant/alouette
Alyn Williams at The Westbury,1,2019,51.51118,-0.14303,Mayfair,United Kingdom,W1S 2YF,Modern cuisine,N/A,https://guide.michelin.com/gb/en/greater-london/mayfair/restaurant/alyn-williams-at-the-westbury
Amador,3,2019,48.25406,16.35915,Wien,Austria,1190,Creative,$$$$$,https://guide.michelin.com/at/en/vienna/wien/restaurant/amador
Amaya,1,2019,51.49912,-0.15731,Belgravia,United Kingdom,SW1X 8JT,Indian,N/A,https://guide.michelin.com/gb/en/greater-london/belgravia/restaurant/amaya
Amber,2,2019,22.280596,114.15764,Hong Kong,Hong Kong,N/A,French contemporary,$$$$,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/amber569032
Andrew Fairlie at Gleneagles,2,2019,56.28339,-3.75149,Auchterarder,United Kingdom,PH3 1NF,Creative French,N/A,https://guide.michelin.com/gb/en/perth-and-kinross/auchterarder/restaurant/andrew-fairlie-at-gleneagles
Angler,1,2019,37.793167,-122.39213,San Francisco,California,94101,Contemporary,$$$$,https://guide.michelin.com/us/en/california/san-francisco/restaurant/angler
Angler,1,2019,51.51894,-0.08625,Finsbury,United Kingdom,EC2M 2AF,Seafood,N/A,https://guide.michelin.com/gb/en/greater-london/finsbury/restaurant/angler392235
Aniar,1,2019,53.27112,-9.057078,Gaillimh/Galway,Ireland,N/A,Creative,N/A,https://guide.michelin.com/ie/en/galway/gaillimh-galway/restaurant/aniar
Aquavit,1,2019,51.508713,-0.1334072,Saint James's,United Kingdom,SW1Y 4QQ,Scandinavian,N/A,https://guide.michelin.com/gb/en/greater-london/saint-james-s/restaurant/aquavit501082
Aquavit,2,2019,40.76078,-73.97214,New York,New York City,10022,Scandinavian,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/aquavit
Arbor,1,2019,22.283146,114.15542,,Hong Kong,N/A,Innovative,$$$,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/arbor
Arcane,1,2019,22.280624,114.15682,Hong Kong,Hong Kong,N/A,European contemporary,$$$,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/arcane
Ask,1,2019,60.17236,24.95648,Helsingfors / Helsinki,Finland,170,Modern cuisine,$$$,https://guide.michelin.com/fi/en/uusimaa/helsingfors-helsinki/restaurant/ask
Aska,2,2019,40.71222,-73.96642,New York,New York City,11249,Scandinavian,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/aska
Aster,1,2019,37.755054,-122.423134,San Francisco,California,94110,Californian,$$$,https://guide.michelin.com/us/en/california/san-francisco/restaurant/aster
atelier Amaro,1,2019,52.21708,21.03768,Warszawa,Poland,00 507,Modern cuisine,$$$$,https://guide.michelin.com/pl/en/masovia/warszawa/restaurant/atelier-amaro
Atelier Crenn,3,2019,37.79835,-122.43586,San Francisco,California,94123,Contemporary,$$$$,https://guide.michelin.com/us/en/california/san-francisco/restaurant/atelier-crenn
Atera,2,2019,40.716797,-74.00565,New York,New York City,10013,Contemporary,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/atera
Atomix,1,2019,40.744408,-73.98292,New York,New York City,N/A,Korean,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/atomix
Auberge du Soleil,1,2019,38.49199,-122.40534,San Francisco,California,94573,Californian,$$$$,https://guide.michelin.com/us/en/california/san-francisco/restaurant/auberge-du-soleil
Aubergine,1,2019,36.55406,-121.924355,Monterey,California,93921,Contemporary,$$$$,https://guide.michelin.com/us/en/california/monterey/restaurant/aubergine
Babbo,1,2019,40.73233,-73.99916,New York,New York City,10011,Italian,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/babbo
Babel,1,2019,47.492603,19.05256,Budapest,Hungary,1052,Modern cuisine,$$$$$,https://guide.michelin.com/hu/en/central-hungary/budapest/restaurant/babel
Bacchanalia,1,2018,1.2874758,103.8474,Singapore,Singapore,N/A,Innovative,$$,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/bacchanalia
Balwoo Gongyang,1,2019,37.57389,126.98318,Seoul,South Korea,N/A,Temple cuisine,$$,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/balwoo-gongyang
Band of Bohemia,1,2019,41.967308,-87.67477,Chicago,Chicago,60640,Gastropub,$$$,https://guide.michelin.com/us/en/illinois/chicago/restaurant/band-of-bohemia
Bar Crenn,1,2019,37.798435,-122.43581,San Francisco,California,94101,French,$$$,https://guide.michelin.com/us/en/california/san-francisco/restaurant/bar-crenn
Bar Uchū,1,2019,40.72191,-73.99003,New York,New York City,10002,Japanese,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/bar-uchu
Barrafina,1,2019,51.51375,-0.1318,Soho,United Kingdom,W1D 3LL,Spanish,N/A,https://guide.michelin.com/gb/en/greater-london/soho/restaurant/barrafina
Bâtard,1,2019,40.719616,-74.00589,New York,New York City,10013,Contemporary,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/batard
Baumé,2,2019,37.4285,-122.14272,South San Francisco,California,94306,Contemporary,$$$$,https://guide.michelin.com/us/en/california/south-san-francisco/restaurant/baume
Beefbar,1,2019,22.27982,114.15752,Hong Kong,Hong Kong,N/A,Steakhouse,$$,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/beefbar
Belmond Le Manoir aux Quat' Saisons,2,2019,51.71674,-1.09187,Great Milton,United Kingdom,OX44 7PD,French,N/A,https://guide.michelin.com/gb/en/oxfordshire/great-milton/restaurant/belmond-le-manoir-aux-quat-saisons
Belon,1,2019,22.281662,114.152405,Hong Kong,Hong Kong,N/A,French,$$$,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/belon
Benares,1,2019,51.50973,-0.14494,Mayfair,United Kingdom,W1J 6BS,Indian,N/A,https://guide.michelin.com/gb/en/greater-london/mayfair/restaurant/benares
Béni,1,2018,1.302379,103.8366,Singapore,Singapore,N/A,French contemporary,$$,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/beni
Benu,3,2019,37.78521,-122.39876,San Francisco,California,94105,Asian,$$$$,https://guide.michelin.com/us/en/california/san-francisco/restaurant/benu
Bhoga,1,2019,57.70618,11.9624,Göteborg,Sweden,411 14,Creative,$$$,https://guide.michelin.com/se/en/vastra-gotaland/goteborg/restaurant/bhoga
Bicena,1,2019,37.5384,127.00135,Seoul,South Korea,N/A,Korean,$$$,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/bicena
Birdsong,1,2019,37.779495,-122.41048,San Francisco,California,94101,American,$$$$,https://guide.michelin.com/us/en/california/san-francisco/restaurant/birdsong
Bistro Na's,1,2019,34.104412,-118.07159,Los Angeles,California,91780,Chinese,$$,https://guide.michelin.com/us/en/california/us-los-angeles/restaurant/bistro-na-s
Black Rat,1,2019,51.05796,-1.3069497,Winchester,United Kingdom,SO23 0HX,Modern cuisine,N/A,https://guide.michelin.com/gb/en/hampshire/winchester/restaurant/black-rat
Black Swan,1,2019,54.21205,-1.1879199,Oldstead,United Kingdom,YO61 4BL,Modern British,N/A,https://guide.michelin.com/gb/en/north-yorkshire/oldstead/restaurant/black-swan
Blackbird,1,2019,41.88423,-87.64356,Chicago,Chicago,60661,Contemporary,$$$,https://guide.michelin.com/us/en/illinois/chicago/restaurant/blackbird
Blackbird,1,2019,51.420887,-1.3493549,Newbury,United Kingdom,RG20 8AQ,Classic cuisine,N/A,https://guide.michelin.com/gb/en/west-berkshire/newbury/restaurant/blackbird552018
Blanca,2,2019,40.70492,-73.93354,New York,New York City,11206,Contemporary,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/blanca
Bloom in the Park,1,2019,55.59064,12.99794,Malmö,Sweden,214 66,Creative,$$,https://guide.michelin.com/se/en/skane/malmo/restaurant/bloom-in-the-park
Blue Duck Tavern,1,2019,38.905373,-77.05128,"Washington, D.C.",Washington DC,20037,American,$$$,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/blue-duck-tavern
Blue Hill,1,2019,40.7321,-73.9996,New York,New York City,10011,American,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/blue-hill
Bo Innovation,3,2019,22.27614,114.171,Hong Kong,Hong Kong,N/A,Innovative,$$$$$,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/bo-innovation
Bo.lan,1,2019,13.726389,100.57799,Bangkok,Thailand,N/A,Thai,$$$$$,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/bo-lan
Bohemia,1,2019,49.181225,-2.102417,Saint Helier/Saint-Hélier,United Kingdom,JE2 4UH,Modern cuisine,N/A,https://guide.michelin.com/gb/en/saint-helier/saint-helier-saint-helier/restaurant/bohemia
Boka,1,2019,41.91363,-87.64806,Chicago,Chicago,60614,Contemporary,$$$,https://guide.michelin.com/us/en/illinois/chicago/restaurant/boka
Borkonyha Winekitchen,1,2019,47.49953,19.052391,Budapest,Hungary,1051,Modern cuisine,$$$$,https://guide.michelin.com/hu/en/central-hungary/budapest/restaurant/borkonyha-winekitchen
Botrini's,1,2019,38.02318,23.79377,Athína,Greece,152 33,Mediterranean,$$$$$,https://guide.michelin.com/gr/en/attica/athina/restaurant/botrini-s
Bouchon,1,2019,38.40258,-122.3619,San Francisco,California,94599,French,$$$,https://guide.michelin.com/us/en/california/san-francisco/restaurant/bouchon
Bouley at Home,1,2019,40.74114,-73.99242,New York,New York City,N/A,Contemporary,$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/bouley-at-home
Braci,1,2018,1.287212,103.84949,Singapore,Singapore,N/A,Italian contemporary,$$,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/braci
Braidwoods,1,2019,55.69474,-4.7425,Dalry,United Kingdom,KA24 4LN,Classic cuisine,N/A,https://guide.michelin.com/gb/en/north-ayrshire/dalry/restaurant/braidwoods
Brat,1,2019,51.52427,-0.0767681,Shoreditch,United Kingdom,E1 6JL,Traditional British,N/A,https://guide.michelin.com/gb/en/greater-london/shoreditch/restaurant/brat
Bresca,1,2019,38.91584,-77.0321,"Washington, D.C.",Washington DC,20000,Contemporary,$$,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/bresca
Bulrush,1,2019,51.46278,-2.597758,Bristol,United Kingdom,BS6 5TZ,Modern British,N/A,https://guide.michelin.com/gb/en/south-gloucestershire/bristol/restaurant/bulrush
Burnt Ends,1,2018,1.280501,103.8418,Singapore,Singapore,N/A,Barbecue,$$,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/burnt-ends
Bybrook,1,2019,51.49382,-2.23212,Castle Combe,United Kingdom,SN14 7HR,Modern British,N/A,https://guide.michelin.com/gb/en/wiltshire/castle-combe/restaurant/bybrook
Café Boulud,1,2019,40.77439,-73.96414,New York,New York City,10021,French,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/cafe-boulud
Café China,1,2019,40.749973,-73.98228,New York,New York City,10016,Chinese,$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/cafe-china
Californios,2,2019,37.75555,-122.417145,San Francisco,California,94110,Mexican,$$$$,https://guide.michelin.com/us/en/california/san-francisco/restaurant/californios
Campagne,1,2019,52.6559,-7.2464285,Cill Chainnigh/Kilkenny,Ireland,N/A,Modern British,N/A,https://guide.michelin.com/ie/en/kilkenny/cill-chainnigh-kilkenny/restaurant/campagne
Campton Place,2,2019,37.78923,-122.40665,San Francisco,California,94108,Indian,$$$$,https://guide.michelin.com/us/en/california/san-francisco/restaurant/campton-place
Candlenut,1,2018,1.2797709,103.8402,Singapore,Singapore,N/A,Peranakan,$,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/candlenut
Canvas,1,2019,13.728886,100.580826,Bangkok,Thailand,N/A,Innovative,$$$$,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/canvas566292
Caprice,3,2019,22.286646,114.15662,Hong Kong,Hong Kong,N/A,French,$$$$,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/caprice
Carbone,1,2019,40.727966,-74.00017,New York,New York City,10003,Italian,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/carbone
Carpe Diem,1,2019,47.80001,13.04006,Salzburg,Austria,5020,Market cuisine,$$$$$,https://guide.michelin.com/at/en/salzburg-region/salzburg/restaurant/carpe-diem
Carters of Moseley,1,2019,52.44588,-1.88384,Birmingham,United Kingdom,B13 9EZ,Modern British,N/A,https://guide.michelin.com/gb/en/west-midlands/birmingham/restaurant/carters-of-moseley
Casa Enríque,1,2019,40.743492,-73.95425,New York,New York City,11101,Mexican,$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/casa-enrique
Casa Mono,1,2019,40.73595,-73.98706,New York,New York City,10003,Spanish,$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/casa-mono
Casamia,1,2019,51.447254,-2.5940728,Bristol,United Kingdom,BS1 6FU,Creative,N/A,https://guide.michelin.com/gb/en/south-gloucestershire/bristol/restaurant/casamia
Caviar Russe,1,2019,40.760685,-73.97355,New York,New York City,10022,Contemporary,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/caviar-russe
Celebrity Cuisine,1,2019,22.284334,114.15312,Hong Kong,Hong Kong,N/A,Cantonese,$$,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/celebrity-cuisine
Céleste,1,2019,51.502422,-0.1522617,Belgravia,United Kingdom,SW1X 7TA,Creative French,N/A,https://guide.michelin.com/gb/en/greater-london/belgravia/restaurant/celeste
Chapter One,1,2019,53.354374,-6.263786,City Centre,Ireland,D1,Modern cuisine,N/A,https://guide.michelin.com/ie/en/dublin/city-centre/restaurant/chapter-one
Cheek by Jowl,1,2018,1.281301,103.84849,Singapore,Singapore,N/A,Australian,$,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/cheek-by-jowl
Chef Kang's,1,2018,1.304735,103.84955,Singapore,Singapore,N/A,Cantonese,$$$,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/chef-kang-s
Chef's Table at Brooklyn Fare,3,2019,40.68872,-73.98581,New York,New York City,10018,Contemporary,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/chef-s-table-at-brooklyn-fare
Chestnut,1,2019,51.562588,-9.460854,Ballydehob,Ireland,N/A,Modern cuisine,N/A,https://guide.michelin.com/ie/en/cork/ballydehob/restaurant/chestnut
Chez Bruce,1,2019,51.44607,-0.16553,Wandsworth,United Kingdom,SW17 7EG,French,N/A,https://guide.michelin.com/gb/en/greater-london/wandsworth/restaurant/chez-bruce
Chez TJ,1,2019,37.39468,-122.08044,South San Francisco,California,94041,Contemporary,$$$$,https://guide.michelin.com/us/en/california/south-san-francisco/restaurant/chez-tj
Chim by Siam Wisdom,1,2019,13.740706,100.56789,Bangkok,Thailand,N/A,Thai,$$$,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/chim-by-siam-wisdom
Cipriani,1,2019,-22.96755,-43.17901,Rio de Janeiro - 22021,Rio de Janeiro,1,Italian,$$$$$,https://guide.michelin.com/br/en/rio-de-janeiro-region/rio-de-janeiro/restaurant/cipriani
City Social,1,2019,51.51521,-0.08431,City of London,United Kingdom,EC2N 1HQ,Modern cuisine,N/A,https://guide.michelin.com/gb/en/greater-london/city-of-london/restaurant/city-social
Claro,1,2019,40.677395,-73.98615,New York,New York City,N/A,Mexican,$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/claro
Claude Bosi at Bibendum,2,2019,51.49341,-0.1690893,Chelsea,United Kingdom,SW3 6RD,French,N/A,https://guide.michelin.com/gb/en/greater-london/chelsea/restaurant/claude-bosi-at-bibendum
Clock House,1,2019,51.30044,-0.49287,Ripley,United Kingdom,GU23 6AQ,Modern cuisine,N/A,https://guide.michelin.com/gb/en/surrey/ripley/restaurant/clock-house
Clou,1,2019,55.68342,12.58497,København,Denmark,2100 K,Modern cuisine,$$$$,https://guide.michelin.com/dk/en/capital-region/kobenhavn/restaurant/clou
Club Gascon,1,2019,51.51857,-0.10031,London,United Kingdom,EC1A 9DS,French,N/A,https://guide.michelin.com/gb/en/greater-london/london/restaurant/club-gascon
Coi,2,2019,37.79812,-122.40331,San Francisco,California,94133,Contemporary,$$$$,https://guide.michelin.com/us/en/california/san-francisco/restaurant/coi
Commis,2,2019,37.82476,-122.25505,San Francisco,California,94601,Contemporary,$$$$,https://guide.michelin.com/us/en/california/san-francisco/restaurant/commis
Commonwealth,1,2019,37.761395,-122.41946,San Francisco,California,94110,Contemporary,$$,https://guide.michelin.com/us/en/california/san-francisco/restaurant/commonwealth
Contra,1,2019,40.719917,-73.98922,New York,New York City,10002,Contemporary,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/contra
CORE by Clare Smyth,2,2019,51.51261,-0.2030516,North Kensington,United Kingdom,W11 2PN,Modern British,N/A,https://guide.michelin.com/gb/en/greater-london/north-kensington/restaurant/core-by-clare-smyth
Corner House,1,2018,1.315121,103.8154,Singapore,Singapore,N/A,Innovative,$$,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/corner-house
Costes,1,2019,47.48873,19.061779,Budapest,Hungary,1092,Modern cuisine,$$$$$,https://guide.michelin.com/hu/en/central-hungary/budapest/restaurant/costes
Costes Downtown,1,2019,47.50113,19.048595,Budapest,Hungary,1051,Modern cuisine,$$$$,https://guide.michelin.com/hu/en/central-hungary/budapest/restaurant/costes-downtown
Cote,1,2019,40.73778,-73.99375,New York,New York City,10010,Korean,$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/cote
Coworth Park,1,2019,51.40463,-0.616715,Ascot,United Kingdom,SL5 7SE,Modern cuisine,N/A,https://guide.michelin.com/gb/en/windsor-and-maidenhead/ascot/restaurant/coworth-park
Credo,1,2019,63.43391,10.39631,Trondheim,Norway,7066,Creative,$$$$,https://guide.michelin.com/no/en/trondelag/trondheim/restaurant/credo
Crown,1,2019,51.524807,-0.7915291,Burchett's Green,United Kingdom,SL6 6QZ,Regional cuisine,N/A,https://guide.michelin.com/gb/en/windsor-and-maidenhead/burchett-s-green/restaurant/crown442549
Crystal Jade Golden Palace,1,2018,1.303244,103.8353,Singapore,Singapore,N/A,Chinese,$,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/crystal-jade-golden-palace
CUT,1,2019,34.067036,-118.401024,Los Angeles,California,90212,Steakhouse,$$$$,https://guide.michelin.com/us/en/california/us-los-angeles/restaurant/cut559418
Cut,1,2018,1.2853268,103.8607,Singapore,Singapore,N/A,Steakhouse,$$$,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/cut
D.O.M.,2,2019,-23.56618,-46.66742,São Paulo - 01411,Sao Paulo,11,creative,$$$$$,https://guide.michelin.com/br/en/sao-paulo-region/sao-paulo/restaurant/d-o-m
Da San Yuan,1,2019,25.042248,121.512215,Taipei,Taipei,110,Cantonese,$,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/da-san-yuan
Da-Wan,1,2019,25.043018,121.55019,Taipei,Taipei,110,Barbecue,$$$,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/da-wan
Daniel,2,2019,40.7666,-73.96745,New York,New York City,10065,French,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/daniel
Daniel Berlin,2,2019,55.61246,13.99265,Skåne-Tranås,Sweden,273 92,Creative,$$$$,https://guide.michelin.com/se/en/skane/skane-tranas/restaurant/daniel-berlin
Danny's Steakhouse,1,2019,25.082657,121.552765,Taipei,Taipei,110,Steakhouse,$$,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/danny-s-steakhouse
Das Loft,1,2019,48.21272,16.37931,Wien,Austria,1020,Modern cuisine,$$$$$,https://guide.michelin.com/at/en/vienna/wien/restaurant/das-loft
Del Posto,1,2019,40.74327,-74.0077,New York,New York City,10011,Italian,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/del-posto
Demo,1,2019,60.164806,24.941635,Helsingfors / Helsinki,Finland,120,Modern cuisine,$$$,https://guide.michelin.com/fi/en/uusimaa/helsingfors-helsinki/restaurant/demo
Dialogue,1,2019,34.01679,-118.49748,Los Angeles,California,90401,Contemporary,$$$$,https://guide.michelin.com/us/en/california/us-los-angeles/restaurant/dialogue
Dining in Space,1,2019,37.57761,126.98845,Seoul,South Korea,N/A,French contemporary,$$$,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/dining-in-space
Dining Room at The Goring,1,2019,51.49763,-0.14556,Victoria,United Kingdom,SW1W 0JW,Traditional British,N/A,https://guide.michelin.com/gb/en/greater-london/victoria/restaurant/dining-room-at-the-goring
Dinner by Heston Blumenthal,2,2019,51.50208,-0.16011,Hyde Park,United Kingdom,SW1X 7LA,Traditional British,N/A,https://guide.michelin.com/gb/en/greater-london/hyde-park/restaurant/dinner-by-heston-blumenthal
Domestic,1,2019,56.15893,10.212132,Aarhus,Denmark,8000,Modern cuisine,$$$,https://guide.michelin.com/dk/en/central-denmark/aarhus/restaurant/domestic
Dosa,1,2019,37.52445,127.04441,Seoul,South Korea,N/A,Innovative,$$$,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/dosa511871
Draga di Lovrana,1,2019,45.275867,14.251401,Lovran,Croatia,51415,Modern cuisine,$$$$$,https://guide.michelin.com/hr/en/primorje-gorski-kotar/lovran/restaurant/draga-di-lovrana
Driftwood,1,2019,50.1889,-4.97088,Portscatho,United Kingdom,TR2 5EW,Modern cuisine,N/A,https://guide.michelin.com/gb/en/cornwall/portscatho/restaurant/driftwood
Duddell's,1,2019,22.28008,114.157364,Hong Kong,Hong Kong,N/A,Cantonese,$$$,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/duddell-s
Dusek's (Board & Beer),1,2019,41.857853,-87.65757,Chicago,Chicago,60608,Gastropub,$$,https://guide.michelin.com/us/en/illinois/chicago/restaurant/dusek-s-board-beer
Écriture,2,2019,22.28315,114.1554,Hong Kong,Hong Kong,N/A,French contemporary,$$$,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/ecriture
Edvard,1,2019,48.216503,16.36852,Wien,Austria,1010,Modern cuisine,$$$$,https://guide.michelin.com/at/en/vienna/wien/restaurant/edvard
Eipic,1,2019,54.595898,-5.9322424,Belfast,United Kingdom,BT1 6PF,Modern cuisine,N/A,https://guide.michelin.com/gb/en/belfast/belfast/restaurant/eipic
Ekstedt,1,2019,59.33674,18.07521,Stockholm,Sweden,11446,Meats and grills,$$$,https://guide.michelin.com/se/en/stockholm-region/stockholm/restaurant/ekstedt
EL Ideas,1,2019,41.863,-87.68686,Chicago,Chicago,60618,Contemporary,$$$$,https://guide.michelin.com/us/en/illinois/chicago/restaurant/el-ideas
Elements,1,2019,13.742978,100.54798,Bangkok,Thailand,N/A,French contemporary,$$$$,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/elements
Elephant,1,2019,50.45853,-3.52438,Torquay,United Kingdom,TQ1 2BH,Modern British,N/A,https://guide.michelin.com/gb/en/torbay/torquay/restaurant/elephant
